ENCODED_MCT,MCT_BSE_AR,g_place_id,g_rating,g_user_ratings_total,status
85AE872C0E,서울특별시 성동구 마조로 64-20,ChIJeVppSU-jfDURM-BTCr7I5S4,4.0,1.0,OK
85B1514422,서울특별시 성동구 무학로6길 47,ChIJw5JRKrykfDUR7nKdpRvxXRA,4.3,3.0,OK
85C6B72386,서울특별시 성동구 천호대로 426,ChIJYwxAUKClfDURK3r5fsi5zQo,4.5,859.0,OK
85D8F9D9BB,서울 성동구 광나루로 319.,ChIJSzZelSm9fDURfO8IciUqOC0,4.0,1365.0,OK
86129404BB,서울특별시 성동구 용답중앙15길 18,ChIJQZYQ1yijfDURsJudAdk_2Tg,3.8,167.0,OK
86167864F2,서울특별시 성동구 독서당로40길 39,ChIJNdBlXACjfDUR5MvDMzs0BOE,3.0,3.0,OK
86263312C9,서울특별시 성동구 마조로 25,ChIJPRxT-5ukfDURbDWLGl_7IO8,4.7,267.0,OK
862A6A9582,서울 성동구 천호대로 276,ChIJN1VgsrKkfDURyHmxdJicrro,,,OK
863104F16A,서울 성동구 성수일로12길 25.,ChIJE01luUWlfDURnSR-XSZxdYY,,,OK
8634C80463,서울 성동구 무학로2길 44,ChIJiUKnyk-jfDURvjOvHRccjWw,4.2,82.0,OK
8640E83EC0,서울특별시 성동구 마장로37길 45,ChIJwZPj7dylfDURb2NXXvV-Hzs,5.0,4.0,OK
864DADCA45,서울특별시 성동구 왕십리로 410,ChIJdZiIeQClfDUR4s6LfeXAnE4,4.9,113.0,OK
867564A1CD,서울특별시 성동구 아차산로11길 11,ChIJvxYv15WkfDURBV_BNezCIlM,4.8,4.0,OK
868FFBF701,서울특별시 성동구 왕십리로 382,ChIJYfVwrtujfDURKtwkNwk2aE8,4.0,2.0,OK
869B2C170B,서울특별시 성동구 뚝섬로15길 29-1,ChIJb4q6LFClfDURwTsRC30cihw,4.4,13.0,OK
869C372EFC,서울 성동구 한림말길 40.,ChIJGSlpY6CjfDURJMVFHiSETwU,,,OK
86B7149C4A,서울특별시 성동구 용답중앙15길 16,ChIJuytVs0elfDURgGBWXATaNeM,4.0,1.0,OK
86C00477EB,서울 성동구 마조로5길 12.,ChIJJ7dlgFijfDURbC_qPXOg4RA,,,OK
86D0C43DB4,서울특별시 성동구 마장로 200,ChIJgdtwYFCjfDURm1_dCToM9wE,,,OK
86D332A825,서울특별시 성동구 광나루로6길 35,ChIJieLFql2jfDURoVPTXym3Ers,4.2,32.0,OK
86D853E501,서울특별시 성동구 무학봉길 64-4,ChIJad6moX-jfDURpFNG7BmhGx0,4.0,5.0,OK
86D8C44904,서울특별시 성동구 왕십리로5길 12-1,ChIJQ_bqINSlfDURlMVvyQn2DQQ,3.9,590.0,OK
86DFE48F6F,서울특별시 성동구 왕십리로21길 11,ChIJN9NilVujfDURnvrN8DAH2MU,4.0,1.0,OK
86EC52846C,서울 성동구 왕십리로 58.,ChIJaxK1pJykfDUR-p39xkXS8fM,4.3,667.0,OK
870775BC01,서울 성동구 금호로 127 .,ChIJ0TLYS2yjfDUR0OF6xzMS46Q,4.2,29.0,OK
8710E5DDEE,서울특별시 성동구 독서당로 303-19,,,,not_found
8722E9522F,서울 성동구 연무장길 39-15.,ChIJn2SYJ2GlfDUR9CAxbBtbDXk,3.9,570.0,OK
8749D150F3,서울  성동구  상원6길,ChIJ4WSvl7alfDUREQqzaFkWma0,4.8,217.0,OK
874FCFE46F,서울 성동구 성수일로4길 48.,ChIJGW3jVT2lfDURUSrfgxhoW64,4.1,298.0,OK
87500B57DE,서울특별시 성동구 아차산로17길 49,ChIJdTAOB8GkfDURgviQ-Pg1RY0,3.2,5.0,OK
875116B12A,서울  성동구  응봉동,ChIJZeFXl2ajfDURUi3-0Tf9f2E,,,OK
87569153FF,서울  성동구  마장동,ChIJ13LHJFejfDURN50hJmWLrwA,4.0,44.0,OK
877441E8F5,서울특별시 성동구 용답중앙15길 15-2,ChIJt3hrGrOkfDURv_EVsYrMjt4,,,OK
87BD99FCEF,서울 성동구 왕십리광장로 17.,ChIJjavefl2jfDURjInNZH3Z54M,4.5,17.0,OK
87CD1EAFC6,서울 성동구 상원6길 4.,ChIJaa6l4rylfDUR4sr_XIN_WqM,4.5,2.0,OK
87D1FC164F,서울특별시 성동구 왕십리로 217-1,ChIJea452VqjfDURjzU_zV2Vnho,4.0,45.0,OK
87E8D36DE6,서울특별시 성동구 왕십리로14길 18,ChIJI0mrK5mkfDUR3nSVr5C0AUE,,,OK
87EDA03BF6,서울 성동구 마조로 25.,ChIJ6UlyawClfDURihVgwEKQys4,,,OK
87EDAB1CB3,서울  성동구  성수2가1동,ChIJ5T__u_ylfDURp8HHodohf_U,5.0,1366.0,OK
87F32C98C1,서울특별시 성동구 장터길 15,ChIJ02POvgyjfDURuUo83EimcV0,4.5,2.0,OK
88106077FD,서울특별시 성동구 마장로 137,ChIJianBNHOlfDURHDZy8t1fNFc,4.1,169.0,OK
88187168C9,서울 성동구 성수이로 118.,ChIJdygPNJCkfDURpCmaP3sQrQA,,,OK
882533C9E4,서울특별시 성동구 아차산로7길 29,ChIJW9RI8b2kfDUR90OIn2GDgOM,,,OK
882C56DA42,서울특별시 성동구 성수이로7길 27,ChIJ0VgcttqlfDURBa93DlVWdWg,4.2,10.0,OK
88324FFE01,서울특별시 성동구 왕십리로20길 43,ChIJhWnOj1mjfDURamRRW3dgXgU,3.6,242.0,OK
88375A5971,서울 성동구 행당로 129,ChIJSVQpx1ujfDURT6fA8PtXC1U,3.7,10.0,OK
8839A42F11,서울특별시 성동구 고산자로 341,ChIJ_____5ykfDURTFu7mxoVtEI,4.0,918.0,OK
884843D6AE,서울 성동구 행당로17길 22.,ChIJJyMrdDSjfDUR390-S2vL38U,5.0,7.0,OK
885A9CCE76,서울특별시 성동구 둘레11길 26,ChIJFfk03CelfDURzXKfK9EIejY,5.0,101.0,OK
8866726E15,서울특별시 성동구 마장로26길 13,ChIJ19VgGU-jfDURoukynjgrsw8,4.8,22.0,OK
88714937FD,서울 성동구 광나루로 289,ChIJxaJeRAClfDURBdAKRytyuEE,4.2,51.0,OK
887F609C60,서울특별시 성동구 무학로6길 50,ChIJX8Rql0KjfDUR_naOEJDGTws,4.4,875.0,OK
8884E46F9D,서울 성동구 마장로 284.,ChIJb5UywKmkfDURUSLVvZt4Gig,3.4,79.0,OK
888828B4FB,서울  성동구  마장동,ChIJXTbMdHujfDURDamjRg_3xXM,4.2,1525.0,OK
8894E49C2B,서울 성동구 왕십리로4길 1,ChIJkx2PC5ykfDURx9mY92eypAM,4.9,7.0,OK
88B36E48D9,서울 성동구 금호로 45.,ChIJCRAWmHGjfDURxS1pb-T9_o0,,,OK
88D02E190E,서울특별시 성동구 연무장5가길 25,ChIJCdvjKiqjfDURlH3O54vsrWI,4.1,533.0,OK
88DDED98E7,서울특별시 성동구 왕십리광장로 17,ChIJHQ_uylmjfDURwJc_JR3mze4,,,OK
88E4663BB3,서울 성동구 성덕정길 48-1.,ChIJOSoda4WkfDURscCnQ5QACSo,,,OK
88E81CCBFD,서울특별시 성동구 자동차시장1길 70,ChIJhRmjesukfDURxkEoMpB1FYU,,,OK
88F30EBFE9,서울 성동구 무학봉16길 1,ChIJ8fkLGg2jfDURr33g5z1gpPY,3.7,87.0,OK
890A5CC5E0,서울 성동구 독서당로51길 31.,ChIJB57SCgCjfDUROs_vgNscjFo,5.0,1.0,OK
891AEAE4A4,서울 성동구 왕십리로26길 2-1.,ChIJe_-HDVyjfDUR94SUjDCSwLk,4.4,834.0,OK
892B53ACE9,서울특별시 성동구 마조로 61,ChIJkx5MRqikfDURntIHU9AAJEE,4.7,24.0,OK
8934C5353C,서울특별시 성동구 마장로31가길 2,ChIJJQlvpFWjfDURwums1hSP65g,,,OK
8939E02566,서울특별시 성동구 성수일로1길 10,ChIJwVQcOeWlfDURunbnHdYkpoI,4.0,21.0,OK
893B7A1CDB,서울특별시 성동구 광나루로 315,ChIJIawQLsGkfDURwNROQFU8eLw,,,OK
893D79E6DA,서울특별시 성동구 금호로 143,ChIJsz7-OQCjfDURBSbCStEX2g0,4.0,1.0,OK
8941E2A3A0,서울  성동구  마장동,ChIJpealoFWjfDUR2ACgzkn79ow,4.1,1920.0,OK
894B24DE7E,서울 성동구 무학로6길 18.,ChIJbRfwfVejfDUR02ZCaeotutU,4.7,17.0,OK
895BBD5C5B,서울특별시 성동구 연무장길 84,ChIJSzH8lEalfDURHEnFDYWRJz0,3.9,49.0,OK
8960400ECA,서울 성동구 성덕정길 91,ChIJl6ZpNY6kfDURlaOHUXmdjg8,,,OK
896B3E4961,서울특별시 성동구 행당로 84,ChIJ7Q4tC2ijfDUR9J8SY8aK5BA,,,OK
8980D26E8D,서울특별시 성동구 독서당로 285,ChIJ_____5ykfDURTFu7mxoVtEI,4.0,918.0,OK
8985D82F2F,서울 성동구 장터길 39-1,ChIJ2XM5SHKjfDURtZaJrSiqQmM,3.8,904.0,OK
898632E7CF,서울특별시 성동구 마조로 15-14,ChIJ99pVEFmjfDURG4w5d-pbwVA,4.6,1980.0,OK
89D3C820E9,서울특별시 성동구 뚝섬로5길 11,ChIJ1alaQA-lfDUR1JffzMWSPCU,4.0,277.0,OK
89D9C04122,서울특별시 성동구 왕십리로26길 7-2,ChIJif-0HfalfDURuWb0dx-adm0,4.2,146.0,OK
89DFC2D95C,서울특별시 성동구 상원12길 30,ChIJ_____5ykfDURBcbl1QzxBV8,3.9,447.0,OK
89E10906CA,서울특별시 성동구 마조로 30,ChIJcQC6NgClfDUR-Ht-UHhBibM,3.0,1.0,OK
89F36844AE,서울특별시 성동구 마장로 305,ChIJR5BPc8SlfDURKyoRDNFkd_Q,4.3,35.0,OK
8A26E12861,서울특별시 성동구 상원10길 4,ChIJTbewe3mlfDURbqVJQlD7IMQ,4.6,64.0,OK
8A38507519,서울특별시 성동구 뚝섬로7길 6,ChIJJXs5FoWlfDURTSFCTq10BJ8,4.0,85.0,OK
8A4528C2DE,서울특별시 성동구 상원6길 6,ChIJyWzitdylfDURY1cGKKFGDz4,4.4,33.0,OK
8A5378CE22,서울특별시 성동구 마조로11길 10,ChIJ84TKf5alfDURl8PRJJzhs1Q,4.2,255.0,OK
8A9ADB6743,서울특별시 성동구 광나루로4길 1-16,ChIJ_____5ykfDURTFu7mxoVtEI,4.0,918.0,OK
8AA06764E9,서울특별시 성동구 행당로17길 32,ChIJF3NHN1ijfDURZui24dcPeYs,3.9,703.0,OK
8ABD74319E,서울 성동구 무학로 8,ChIJ0YuO61CjfDURji00Slur240,3.9,34.0,OK
8ACBECB172,서울특별시 성동구 마조로 24,ChIJ00XwLSOjfDUR6Q0Ija4_JUE,4.0,356.0,OK
8ACE476158,서울 성동구 사근동길 68.,ChIJgWe9qK-kfDURTOA62oNgF_s,,,OK
8ACF85E477,서울특별시 성동구 뚝섬로9길 8,ChIJEzWlmTmlfDURZ5pq9RK2c6s,4.1,12.0,OK
8AD0AE30E8,서울특별시 성동구 장터길 31,ChIJk6IvcwCjfDURgL5r2oIaFSM,4.3,3.0,OK
8AD6B5D807,서울특별시 성동구 무학봉15길 14,ChIJfSQ1FFujfDURweI-cvEOtmE,,,OK
8B0A9AC171,서울특별시 성동구 천호대로 316,ChIJk7kKwKqxfDUR8P7olbf0B4I,4.6,93.0,OK
8B132478F2,서울특별시 성동구 광나루로6길 35,ChIJ6WDcWMCkfDURipjlR-FxSoI,,,OK
8B137D6875,서울특별시 성동구 연무장길 41-9,ChIJ1-sqLJGkfDURyswW8e4oYeY,4.5,37.0,OK
8B1D7FD077,서울특별시 성동구 성수일로10길 26,ChIJ4RiiupekfDURpxcwJ0xFLis,5.0,2.0,OK
8B23667254,서울특별시 성동구 연무장11길 10,ChIJ60Ja0emlfDURgeSMt3--60I,3.8,13.0,OK
8B4134D934,서울특별시 성동구 왕십리로14길 19-2,ChIJsWF2WaekfDURsca3tExTDPg,4.3,656.0,OK
8B9E003063,서울특별시 성동구 상원2길 1-10,ChIJ09SMaXylfDUR5XMGCwDAD4o,3.3,8.0,OK
8BA38E4DD1,서울특별시 성동구 뚝섬로 341-18,ChIJayOFsESlfDURhtiwXlGr34o,5.0,5.0,OK
8BA83008CB,서울 성동구 성수일로11길 8.,ChIJ5a0PAJikfDURcxlWyX20j3E,4.0,23.0,OK
8BA8BCCA0D,서울특별시 성동구 왕십리로 410,ChIJ3xqMQ1ijfDURo_NZlFPIRF4,4.0,210.0,OK
8BB9732BBC,서울 성동구 용답29길 13,ChIJLwqaoLOkfDURqAGnYFfyF6s,,,OK
8BD1977593,서울특별시 성동구 왕십리로 410,ChIJtRx7YACjfDUR0nQ0P6PIJY4,5.0,3.0,OK
8BD25C78F3,서울특별시 성동구 왕십리로 66-26,ChIJuerRo5ykfDUR6Db6J0wjW9o,4.5,17.0,OK
8BD86B08D1,서울특별시 성동구 왕십리로26길 8,ChIJAStFQlqjfDURFHgQeQpmFEM,3.8,4.0,OK
8BF6153353,서울 성동구 성덕정길 132,ChIJY5XZZLClfDURwCRpL27D-ac,4.3,419.0,OK
8BFD98E420,서울 성동구 무학로2길 15.,ChIJBSqanVqjfDURxRxAWLV6LSI,4.0,6.0,OK
8BFDD0339E,서울특별시 성동구 한림말길 31,ChIJe9GV1Z2kfDURzRu5qg9T_Go,4.1,393.0,OK
8C0919784F,서울특별시 성동구 성수이로14길 15,ChIJQ_bqINSlfDURlMVvyQn2DQQ,3.9,590.0,OK
8C29C85978,서울특별시 성동구 왕십리로 410,ChIJea452VqjfDURjzU_zV2Vnho,4.0,45.0,OK
8C3A8E3FD0,서울특별시 성동구 매봉길 20,ChIJ-QNsVAqjfDUR2J6wcwnbOZw,,,OK
8C57DE46AA,서울특별시 성동구 금호로 148-1,,,,not_found
8C6E34858D,서울특별시 성동구 고산자로 308,ChIJaeADr8yjfDURcfbPBxW3xdo,4.4,40.0,OK
8C8645E2B5,서울특별시 성동구 한림말3길 2,ChIJMzpeQaCjfDURhKoiJmIHGgI,4.3,4.0,OK
8C96D7ED90,서울특별시 성동구 성덕정길 66,ChIJc_C1lDClfDURNKNBNAVyqUs,4.8,9.0,OK
8C98E1C09B,서울특별시 성동구 왕십리로 114,ChIJwe87N2ejfDURBSmmlIyHHY4,4.0,66.0,OK
8CA0382A69,서울특별시 성동구 광나루로11길 45,ChIJe9GV1Z2kfDURzRu5qg9T_Go,4.1,393.0,OK
8CA6B75925,서울특별시 성동구 왕십리로10길 20,ChIJ4euNP32lfDURPKumoI21Elg,4.5,47.0,OK
8CA71260B2,서울 성동구 마장로35나길 37.,ChIJ7a1GWs-lfDURJj9RH4CHEiU,4.4,43.0,OK
8CF0FD6C6A,서울특별시 성동구 금호로1길 41,ChIJ96bsK3KjfDURiiKTqegu4gY,,,OK
8CF39A31E0,서울특별시 성동구 뚝섬로 385-32,ChIJheK2LRelfDURxUjgj9p6ZV0,3.2,6.0,OK
8D0193EAB3,서울특별시 성동구 동일로 143,ChIJE0aho4elfDURZm74qpIApsE,,,OK
8D18C2E99F,서울 성동구 왕십리광장로 17.,ChIJ48PRAQCjfDUR77POODqhnuc,,,OK
8D1EB6E432,서울특별시 성동구 고산자로 281,ChIJ9TwoQFejfDUR4dj9fePwvjo,4.4,718.0,OK
8D25E9227C,서울특별시 성동구 성덕정15길 4-14,ChIJ3RlcscGlfDURWTjGt73fyr8,4.5,61.0,OK
8D2F0E9170,서울 성동구 독서당로 303-9.,ChIJxRolOHKjfDURr3z6XHWyevc,,,OK
8D3B01376B,서울특별시 성동구 고산자로6길 40,ChIJUw9Q_ZCkfDURnO-nGHIrfsM,4.1,226.0,OK
8D4E12726C,서울특별시 성동구 연무장길 54,ChIJe7XYCTmjfDURnu4mS3RIJaU,,,OK
8D50B47A2E,서울특별시 성동구 독서당로59다길 34,,,,not_found
8D65C5B594,서울특별시 성동구 서울숲2길 9,ChIJo4AyrJ2kfDUR92Yh1szw4zU,4.1,640.0,OK
8D7C69A199,서울특별시 성동구 연무장7길 8-1,ChIJ789i72ilfDURlRqMwLbZdaQ,4.6,14.0,OK
8D8246AFD2,서울특별시 성동구 마조로9길 17,ChIJmwmsBgCjfDURl0OJPuswOsE,5.0,2.0,OK
8D93FA8AF3,서울 성동구 행당로6길 97 .,,,,not_found
8DD2137D28,서울특별시 성동구 연무장길 41-22,ChIJSaW9d5qlfDURAx4V4VJqj94,4.8,55.0,OK
8DDCE4944D,서울특별시 성동구 서울숲2길 19-17,ChIJ_Vwr752kfDURkQsS9QfqQnk,4.0,5.0,OK
8DF11B2C5A,서울특별시 성동구 고산자로14길 26,ChIJm9Io9XGjfDURATCe8i2mekE,5.0,1.0,OK
8DFBA8E48F,서울 성동구 왕십리로24길 14.,ChIJMTtcVE-jfDURvg-ElnAhTEw,4.4,11.0,OK
8E1FCF09CD,서울특별시 성동구 행당로1길 7,ChIJF3NHN1ijfDURZui24dcPeYs,3.9,703.0,OK
8E2D448FF9,서울 성동구 고산자로24길 11-1,ChIJpealoFWjfDUR2ACgzkn79ow,4.1,1920.0,OK
8E3ACDFC79,서울 성동구 무학봉15길 26.,ChIJ81UCIVujfDURvW6ib4BaI98,,,OK
8E3B9888E3,서울특별시 성동구 마조로 27,ChIJ-auJmqekfDURAPvSu8aqAA4,,,OK
8E6AC8C283,서울특별시 성동구 상원1길 15-1,ChIJaUVqkWelfDUR1vzGJdwkc0s,2.5,2.0,OK
8E6C738921,서울특별시 성동구 성덕정길 27,ChIJLxSU9ISkfDUR1kpVQv7DB68,2.5,2.0,OK
8E8B1D725E,서울 성동구 독서당로46길 35.,ChIJsy7nMnKjfDURyboJXI6b8wM,,,OK
8EA61A843E,서울특별시 성동구 연무장15길 11,ChIJSasn9ZSkfDUR3yTM696QRV8,3.8,895.0,OK
8EAFB1D483,서울 성동구 성덕정17길 1.,ChIJNUKTE46kfDURHSlUQXjGBfA,3.4,11.0,OK
8EC31C80FF,서울특별시 성동구 성수이로 36-9,ChIJF-CKDg-lfDURy_Cm4l5kZpQ,4.4,9.0,OK
8ED47EF2DD,서울 성동구 마장로 137.,ChIJjyY7Ok-jfDURyyzeP-2dUTs,,,OK
8ED8FEB618,서울특별시 성동구 성덕정길 47,ChIJO_iL7rClfDURjBjtzUJLMrs,4.9,36.0,OK
8EDC8EDB1E,서울특별시 성동구 성덕정길 100,ChIJEeeaL46kfDURYnqe5002U6g,3.8,490.0,OK
8EE88EAB44,서울특별시 성동구 독서당로 274,ChIJDeF-XnOjfDUR7DVJMjWLXP4,,,OK
8EE981921E,서울특별시 성동구 마장로 283,ChIJ22J0d1WjfDURMBOz-ueiNtE,4.2,5.0,OK
8EF97B1238,서울특별시 성동구 성수이로14길 7,ChIJnQhJ2ZOkfDUR3k_kx9rakco,4.3,3.0,OK
8F05244173,서울 성동구 고산자로8가길 12,ChIJMdcLjl6jfDURFYAySXDg84Y,4.5,2.0,OK
8F1003CA95,서울 성동구 금호동3가,ChIJa3YpO3OjfDURhvaXzgaIXvw,4.6,20.0,OK
8F1BE98A86,서울특별시 성동구 무학봉28길 7,ChIJSVQpx1ujfDURuKjdUHiPV-s,,,OK
8F21F5ED8C,서울특별시 성동구 광나루로 320-1,ChIJ_dx9FcGkfDURv7x6-7gy1_Q,4.3,170.0,OK
8F2E3CF4D7,서울특별시 성동구 고산자로 164,ChIJK_b0UX2jfDURmkYPvmWYm90,4.6,10472.0,OK
8F48DAD41C,서울 성동구 고산자로 345.,ChIJd3gBAFWjfDURHJh2WOxKOQA,3.9,68.0,OK
8F5D58EB68,서울  성동구  고산자로  300,ChIJ67ewt-ClfDURUjPUxLhIkYw,4.7,15.0,OK
8F61B3A0B2,서울특별시 성동구 동일로 75,ChIJtXjjuuykfDURZQx94B6bXgc,,,OK
8F6BDD4F8F,서울특별시 성동구 무수막길 88-1,ChIJs10_5GyjfDUR-ttqhGefzC8,1.0,1.0,OK
8F6C066370,서울 성동구 마장로37길 45-10.,ChIJQXOjt6qkfDUR4ZqsmDlw5lc,3.8,626.0,OK
8F726BF561,서울특별시 성동구 왕십리로8길 21-1,ChIJ_____5ykfDURTFu7mxoVtEI,4.0,918.0,OK
8F7DEDE719,서울특별시 성동구 무학로2길 30,ChIJeQ66RVqjfDURV17GqeFpLVY,,,OK
8F839093AF,서울특별시 성동구 용답25다길 24,ChIJkxOfSrKkfDURVqveWP6VJps,,,OK
8FD5E8CD5C,서울특별시 성동구 마조로1길 2,ChIJCeXMmBylfDUR0ee5FUZbb4A,4.8,4.0,OK
8FF6E51D2C,서울특별시 성동구 행당로 82,ChIJKeBqJKOjfDUR-nYcxEO-nZU,4.8,5.0,OK
90224EC511,서울 성동구 금호산2길 26-1.,ChIJhdzLRnKjfDURdQFXrzH-eqU,4.4,14.0,OK
9029249DA3,서울특별시 성동구 서울숲4길 26-24,ChIJ8ZpbIQClfDURsL7ZFJwaobo,5.0,5.0,OK
9041A4EB80,서울특별시 성동구 상원길 19,ChIJsY64vp2kfDURc8pIp6cFoig,4.2,583.0,OK
9042A5401C,서울 성동구 자동차시장1길 96 .,ChIJhVwG68ykfDURvuQ1tvp9t5g,3.7,31.0,OK
90644ECF42,서울특별시 성동구 독서당로 434,ChIJZeFXl2ajfDURw2Lwy_QxAlg,,,OK
9070B8640F,서울 성동구 광나루로 290,,,,not_found
90825ECD46,서울 성동구 상원1길 25 .,ChIJz-L25y2lfDURyqi7ujMoFnM,5.0,278.0,OK
908B8FB682,서울특별시 성동구 아차산로 126,ChIJ_____5ykfDURTFu7mxoVtEI,4.0,918.0,OK
9092940228,서울 성동구 상원길 39.,ChIJV_Z9ReKjfDURoOSQcW-pnAU,4.4,5.0,OK
90A64A1805,서울특별시 성동구 무학봉길 82,ChIJzz1wTgCjfDURJ6wizAfJYtU,4.0,2.0,OK
90A718A704,서울 성동구 독서당로 384,,,,not_found
90AFF4E6B1,서울특별시 성동구 마조로3가길 25,ChIJI0qBv-WjfDURkkj67RKoszU,4.5,254.0,OK
90B44E35DE,서울 성동구 성덕정길 90,ChIJuyOZtI-kfDURH6dRBn_rPPQ,2.9,21.0,OK
90BB88D55E,서울특별시 성동구 행당로17길 25,ChIJVSz8iFujfDURpNH-myPXr84,4.3,3.0,OK
90C18D7863,서울특별시 성동구 용답중앙길 69,ChIJF3e9TgClfDUR2LOIgZkcQPY,4.8,57.0,OK
90C54E3D50,서울특별시 성동구 송정길 80-3,ChIJ6x2_MAClfDURAoEPexu5FTg,5.0,1.0,OK
90D9F5AEB2,서울특별시 성동구 성덕정15길 5-1,ChIJi_M445OkfDURBV_ePY2qCHo,4.1,2662.0,OK
9113E6AA56,서울특별시 성동구 무학로 33,ChIJK_b0UX2jfDURmkYPvmWYm90,4.6,10472.0,OK
9133ECC312,서울 성동구 왕십리로24길 27.,ChIJewmOrlCjfDURvv28Yhzq4qo,5.0,1.0,OK
9149125725,서울특별시 성동구 왕십리로2길 34,ChIJvyPBVI-lfDUR5FaBTnXuPKc,4.5,61.0,OK
91674C873A,서울 성동구 성덕정길 150.,ChIJd6CRWtmlfDURuLrYFt5gOV0,4.8,545.0,OK
916A68D648,서울특별시 성동구 성덕정길 150,ChIJS4ydtpukfDURC8w1MfKzuGg,4.4,205.0,OK
9174DFCA58,서울 성동구 고산자로 293.,ChIJK_b0UX2jfDURmkYPvmWYm90,4.6,10472.0,OK
9192973649,서울특별시 성동구 마장로35길 76,ChIJnf_gT1WjfDUR8nbPD81YsHw,,,OK
9194148F99,서울특별시 성동구 둘레9가길 9,ChIJZaAbcmilfDURynNbsA7XYDY,4.6,30.0,OK
91988A5415,서울  성동구  성수2가1동,ChIJH0zDp5mkfDURx7hhuSPzWKs,4.2,55.0,OK
91BC1C6D21,서울특별시 성동구 왕십리로24길 8,ChIJ0W-TCXGjfDUREss10HAwOQ8,4.2,19.0,OK
91BD541A0F,서울특별시 성동구 성수일로10길 35,ChIJ3f5yjx6lfDURVmb2cP7ohNc,4.0,36.0,OK
9215C7F055,서울 성동구 용답중앙15길 15-2,ChIJt3hrGrOkfDURv_EVsYrMjt4,,,OK
92189088E5,서울특별시 성동구 서울숲4길 22-7,ChIJj3Y9cE6lfDURaBmyx825NPk,4.3,56.0,OK
9218EE2A57,서울특별시 성동구 무학로 8-3,ChIJxzsPaMejfDUREVaK40t_qTI,4.9,11.0,OK
921F25CC9D,서울 성동구 금호로 100.,ChIJP6RBGG-jfDURs_nsSlhOaX8,,,OK
92319F9F84,서울특별시 성동구 성덕정15길 2-9,ChIJK_b0UX2jfDURmkYPvmWYm90,4.6,10472.0,OK
923C5B0B85,서울 성동구 광나루로 307.,ChIJCeZhyl6jfDURoarRq8KM3RU,4.2,402.0,OK
925AC1B723,서울 성동구 아차산로17길 14-1.,ChIJGx07Se6lfDURH70V8KeZzNg,4.7,199.0,OK
92615FFF8B,서울특별시 성동구 마조로 32,ChIJ9TwoQFejfDUR4dj9fePwvjo,4.4,718.0,OK
9287BD85F2,서울특별시 성동구 왕십리로10길 6,ChIJVTH6RFqjfDURbMjh9VdQr8Y,4.1,107.0,OK
929615BC0A,서울특별시 성동구 왕십리로 100,ChIJlbAlZqalfDURFFRs1XkA22A,3.8,17.0,OK
92ACC6CE0C,서울 성동구 마장로 228-23,ChIJ13LHJFejfDURl4j3vE494eA,,,OK
92AE5ED1DA,서울 성동구 광나루로 156.,ChIJAQAAAK28fDUR6kH18WeOBls,4.5,2.0,OK
92B0D7B1BB,서울특별시 성동구 성덕정17길 12,ChIJXeSE4pGkfDUReKzycxwB120,3.5,8.0,OK
92B5E6E8E9,서울특별시 성동구 왕십리로 410,ChIJ_9mOeUWjfDURSLQnTXqjrJM,4.0,3.0,OK
92D902E4D5,서울 성동구 금호산2길 30.,ChIJY0xLUjujfDURzr1C0aX51PI,4.5,60.0,OK
92FF17F070,서울 성동구 성수이로24길 38.,ChIJSxPPaEylfDURPCE88aWGIUE,4.3,20.0,OK
9300D17DDE,서울특별시 성동구 왕십리로 357,ChIJc-wTZgCjfDURXiq97GQ8eW4,5.0,6.0,OK
9304FF81A2,서울 성동구 자동차시장1길 70.,ChIJhVwG68ykfDURvuQ1tvp9t5g,3.7,31.0,OK
9313D39511,서울 성동구 마장로37길 43,ChIJU1tGNs2lfDURxsDetazxF3U,4.1,12.0,OK
9314CB7768,서울특별시 성동구 금호로 47-1,ChIJvyiHvnGjfDURNEF-t92tDzY,4.5,188.0,OK
932E799577,서울특별시 성동구 성덕정9가길 6,ChIJ__HREAClfDUR7lRS34SZNhk,4.6,14.0,OK
932F4562E9,서울특별시 성동구 무학로6길 50,ChIJAX4OAnKlfDURThK3I92sERw,3.9,41.0,OK
933122CC60,서울특별시 성동구 장터길 20,ChIJKcnHk5ikfDURh4qZIOITs24,2.8,11.0,OK
9345D90AE7,서울특별시 성동구 왕십리로 410,ChIJj33HwWyjfDUR6nOLwKT-unY,3.4,5.0,OK
9350A78BD7,서울 성동구 마조로 33,,,,not_found
935994591A,서울특별시 성동구 마장로37길 45-2,ChIJ5zGai1ajfDURyxtns7Iil10,,,OK
936ABF3C7F,서울특별시 성동구 왕십리로 58,ChIJwVLbn0CjfDURgMZtsOKLRsk,5.0,97.0,OK
9371F76478,서울특별시 성동구 뚝섬로1길 55-1,ChIJWc0HxvSlfDURqidOY-EUI9w,4.7,14.0,OK
937948A121,서울 성동구 용답동 47-1,,,,not_found
9385DC7BDB,서울특별시 성동구 마장로 310,ChIJCXuUwaukfDURhtTuqYtLQHM,4.0,607.0,OK
93BD9DB8F1,서울특별시 성동구 독서당로39길 48,ChIJU75KhJWkfDURjHdRtUoy0AA,,,OK
93CECB5143,서울특별시 성동구 왕십리로 410,ChIJf3wYQ1ijfDURLBZFVWuJZ-k,4.2,4109.0,OK
